MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Sale Type,Sale Condition,SalePrice
RL,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,Twnhs,1.5Fin,7,1980,1981,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,430.0,GasA,TA,Y,SBrkr,880,1700,2,Gd,7,Typ,0,NA,Basment,1980.0,Fin,1.0,450.0,Gd,TA,Y,WD ,Normal,148400
RL,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,1453.0,GasA,Gd,Y,SBrkr,1453,1453,1,Gd,6,Typ,1,TA,Attchd,1986.0,RFn,2.0,445.0,TA,TA,Y,WD ,Abnorml,190000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,967.0,GasA,Ex,Y,SBrkr,1350,1350,1,TA,6,Typ,1,Gd,Attchd,1954.0,RFn,2.0,504.0,TA,TA,Y,WD ,Normal,146000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,799.0,GasA,Ex,N,FuseA,799,1150,1,TA,6,Mod,2,TA,BuiltIn,1942.0,Unf,1.0,215.0,TA,TA,Y,WD ,Family,128000
RL,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,Unf,896.0,GasA,Ex,Y,SBrkr,1112,2008,3,Ex,8,Typ,0,NA,Attchd,1948.0,Unf,1.0,230.0,TA,TA,Y,WD ,Normal,225000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,1966,1966,Flat,Tar&Grv,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Av,Unf,Unf,697.0,GasA,TA,Y,SBrkr,1575,2201,2,Gd,8,Typ,1,Gd,Attchd,1966.0,Unf,2.0,432.0,Gd,Gd,Y,WD ,Alloca,274970
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,672.0,GasA,Ex,Y,SBrkr,1337,2009,2,TA,8,Typ,2,Gd,2Types,1928.0,Unf,3.0,795.0,TA,TA,P,WD ,Normal,235000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2.5Unf,6,1935,1990,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,1836.0,GasA,Gd,Y,SBrkr,1836,3672,3,Gd,7,Typ,2,Gd,Detchd,1993.0,Unf,2.0,836.0,TA,TA,Y,WD ,Normal,415000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,5,1962,1962,Gable,CompShg,Plywood,Plywood,Stone,96.0,TA,TA,CBlock,TA,TA,Gd,ALQ,Rec,1776.0,GasA,Ex,Y,SBrkr,1560,1560,2,TA,6,Min2,1,Fa,Attchd,1962.0,Fin,2.0,528.0,TA,TA,Y,WD ,Normal,182000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1952,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,232.0,TA,TA,Slab,None,None,None,None,None,0.0,GasA,Gd,Y,SBrkr,1488,1488,1,TA,7,Typ,1,Ex,Attchd,2002.0,RFn,2.0,569.0,TA,TA,Y,WD ,Normal,135000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1955,1999,Hip,CompShg,MetalSd,MetalSd,Stone,164.0,TA,TA,CBlock,TA,TA,Mn,Unf,Unf,1057.0,GasA,Gd,Y,SBrkr,1057,1057,1,Gd,6,Typ,0,NA,Attchd,1955.0,Unf,1.0,288.0,TA,TA,Y,WD ,Normal,137000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,994.0,GasA,Gd,Y,SBrkr,1216,1855,2,TA,7,Typ,0,NA,Attchd,1954.0,Unf,1.0,325.0,TA,TA,Y,WD ,Normal,136900
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,1000.0,GasA,TA,Y,SBrkr,1068,1609,1,TA,7,Typ,0,NA,Attchd,1953.0,Unf,1.0,305.0,Fa,TA,Y,WD ,Normal,149900
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,ALQ,980.0,GasA,Fa,Y,FuseA,1148,1148,1,TA,6,Typ,0,NA,Detchd,1952.0,Unf,1.0,308.0,TA,TA,Y,WD ,Normal,123500
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,None,None,None,None,None,0.0,GasA,Gd,Y,SBrkr,1124,1124,1,TA,5,Min2,1,Gd,None,1954.0,None,0.0,0.0,None,None,N,WD ,Normal,93000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,Unf,810.0,GasA,Fa,Y,FuseA,1002,1456,1,TA,7,Typ,1,TA,Detchd,1954.0,Unf,1.0,280.0,TA,TA,P,WD ,Normal,91500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,1298.0,GasA,TA,Y,SBrkr,1298,1298,2,Gd,5,Typ,1,TA,Attchd,1985.0,Unf,2.0,403.0,TA,TA,Y,WD ,Normal,180000
RL,Pave,IR1,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,868.0,GasA,Ex,Y,SBrkr,1313,2559,2,Ex,9,Typ,1,TA,Attchd,1989.0,RFn,2.0,506.0,TA,TA,Y,WD ,Abnorml,209000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,777.0,GasA,Ex,Y,SBrkr,1065,1911,2,Gd,8,Typ,1,TA,Attchd,1993.0,RFn,2.0,471.0,TA,TA,Y,WD ,Normal,215000
RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1308.0,GasA,Ex,Y,SBrkr,1308,1876,2,Gd,7,Typ,0,NA,BuiltIn,2005.0,RFn,3.0,848.0,TA,TA,Y,New,Partial,229800
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1208.0,GasA,Ex,Y,SBrkr,1208,1208,2,Gd,6,Typ,0,NA,Attchd,2005.0,RFn,2.0,632.0,TA,TA,Y,WD ,Abnorml,183600
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1199.0,GasA,Ex,Y,SBrkr,1220,1220,2,Gd,6,Typ,0,NA,Attchd,2006.0,RFn,2.0,632.0,TA,TA,Y,New,Partial,194000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,Unf,Unf,1286.0,GasA,Ex,Y,SBrkr,1294,1294,2,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,662.0,TA,TA,Y,New,Partial,193879
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1614.0,GasA,Ex,Y,SBrkr,1614,1614,2,Gd,7,Typ,0,NA,Attchd,2005.0,RFn,3.0,865.0,TA,TA,Y,New,Partial,221500
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1498.0,GasA,Ex,Y,SBrkr,1498,1498,2,Gd,5,Typ,0,NA,Attchd,2006.0,RFn,2.0,675.0,TA,TA,Y,New,Partial,204900
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,1391.0,GasA,Ex,Y,SBrkr,1391,1962,2,Gd,7,Typ,0,NA,Attchd,2006.0,RFn,3.0,868.0,TA,TA,Y,New,Partial,239799
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1836.0,GasA,Gd,Y,SBrkr,1846,1846,2,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2.0,495.0,TA,TA,Y,New,Partial,233555
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1734.0,GasA,Ex,Y,SBrkr,1734,1734,2,Gd,7,Typ,0,NA,Attchd,2005.0,Fin,2.0,660.0,TA,TA,Y,WD ,Normal,260000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1570.0,GasA,Ex,Y,SBrkr,1590,1590,2,Ex,6,Typ,0,NA,Attchd,2005.0,Fin,3.0,754.0,TA,TA,Y,New,Partial,294900
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,945.0,GasA,Ex,Y,SBrkr,945,1809,2,Gd,8,Typ,0,NA,Attchd,2005.0,RFn,2.0,638.0,TA,TA,Y,New,Partial,209700
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1614.0,GasA,Ex,Y,SBrkr,1614,1614,2,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,576.0,TA,TA,Y,WD ,Normal,225000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,532.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,784.0,GasA,Ex,Y,SBrkr,784,1596,2,Gd,6,Typ,0,NA,Attchd,2005.0,RFn,2.0,610.0,TA,TA,Y,WD ,Normal,181000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,908.0,GasA,Ex,Y,SBrkr,927,1915,2,Gd,8,Typ,1,TA,Attchd,1992.0,Fin,2.0,506.0,TA,TA,Y,WD ,Abnorml,220000
RL,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,Unf,1624.0,GasA,Fa,Y,SBrkr,1582,1582,2,TA,7,Typ,0,NA,Attchd,1964.0,Unf,2.0,390.0,TA,TA,N,WD ,Normal,190000
RL,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,1969,1969,Flat,Metal,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,938.0,GasA,Ex,Y,SBrkr,988,988,1,TA,4,Typ,2,TA,Attchd,1969.0,Unf,2.0,540.0,TA,TA,Y,WD ,Normal,180000
RL,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,1533.0,GasA,TA,Y,SBrkr,1533,1533,2,Gd,5,Typ,2,TA,Attchd,1975.0,Unf,2.0,576.0,TA,TA,Y,WD ,Normal,280000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Fa,CBlock,Gd,Fa,No,LwQ,Unf,1388.0,GasA,Gd,Y,SBrkr,1388,1388,2,TA,6,Typ,1,Po,Attchd,1968.0,RFn,2.0,522.0,TA,TA,Y,COD,Abnorml,158900
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,870.0,GasA,Ex,Y,SBrkr,914,914,1,TA,5,Typ,0,NA,Detchd,1998.0,Unf,2.0,576.0,TA,TA,Y,WD ,Normal,148000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,Unf,Unf,1100.0,GasA,Ex,Y,SBrkr,1100,1100,1,TA,5,Typ,0,NA,Attchd,1996.0,RFn,2.0,462.0,TA,TA,Y,WD ,Normal,145000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,781.0,GasA,Ex,Y,SBrkr,795,1499,2,Gd,6,Typ,1,TA,Attchd,1995.0,RFn,2.0,473.0,TA,TA,Y,WD ,Normal,187000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,1425.0,GasA,Ex,Y,SBrkr,1425,1425,2,TA,5,Typ,0,NA,Attchd,1998.0,RFn,2.0,591.0,TA,TA,Y,WD ,Normal,193000
RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,990.0,GasA,Ex,Y,SBrkr,990,990,1,TA,5,Typ,0,NA,Attchd,1996.0,Unf,2.0,576.0,TA,TA,Y,WD ,Normal,156000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,244.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1525.0,GasA,Ex,Y,SBrkr,1525,1525,2,Gd,6,Typ,0,NA,Attchd,2000.0,RFn,2.0,541.0,TA,TA,Y,WD ,Normal,235000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,1479.0,GasA,Ex,Y,SBrkr,1494,1494,2,Gd,6,Typ,0,NA,Attchd,1997.0,RFn,2.0,576.0,TA,TA,Y,WD ,Normal,217000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1588.0,GasA,Ex,Y,SBrkr,1588,1588,2,Gd,6,Typ,0,NA,Attchd,1999.0,RFn,2.0,472.0,TA,TA,Y,WD ,Normal,214000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,842.0,GasA,Ex,Y,SBrkr,856,1749,2,Gd,7,Typ,0,NA,Attchd,1999.0,RFn,2.0,515.0,TA,TA,Y,WD ,Normal,196000
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,951.0,GasA,Ex,Y,SBrkr,951,1779,2,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2.0,586.0,TA,TA,Y,WD ,Normal,217000
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,916.0,GasA,Ex,Y,SBrkr,920,1861,2,Gd,8,Typ,0,NA,BuiltIn,2002.0,RFn,2.0,492.0,TA,TA,Y,WD ,Normal,200000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,None,Unf,Unf,936.0,GasA,Ex,Y,SBrkr,936,1776,2,Gd,7,Typ,1,TA,Attchd,2002.0,RFn,2.0,474.0,TA,TA,Y,WD ,Normal,192500
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1541.0,GasA,Ex,Y,SBrkr,1541,1541,2,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,3.0,843.0,TA,TA,Y,WD ,Normal,205000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,911.0,GasA,Gd,Y,SBrkr,954,954,1,TA,6,Typ,0,NA,Detchd,1976.0,Unf,2.0,576.0,TA,TA,Y,WD ,Normal,132500
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,1977,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,675.0,GasA,TA,Y,SBrkr,686,1388,1,TA,6,Typ,0,NA,Attchd,1977.0,Unf,1.0,317.0,TA,TA,Y,WD ,Normal,157500
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,123.0,TA,TA,CBlock,TA,Gd,Av,ALQ,LwQ,995.0,GasA,TA,Y,SBrkr,1282,1282,2,TA,6,Typ,0,NA,Detchd,1989.0,Unf,3.0,672.0,Fa,TA,Y,WD ,Normal,174000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,971.0,GasA,TA,Y,SBrkr,971,971,1,TA,5,Typ,1,Po,Attchd,1969.0,Unf,1.0,300.0,TA,TA,Y,WD ,Normal,128500
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,Unf,864.0,GasA,Ex,Y,SBrkr,864,864,1,TA,5,Typ,0,NA,Attchd,1972.0,RFn,1.0,288.0,TA,TA,Y,WD ,Normal,128500
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,894.0,GasA,TA,Y,SBrkr,894,894,1,TA,5,Typ,0,NA,Attchd,1975.0,Unf,2.0,552.0,TA,TA,Y,WD ,Abnorml,149900
RL,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,864.0,GasA,Ex,Y,SBrkr,864,864,1,TA,5,Typ,0,NA,Detchd,1977.0,Unf,1.0,297.0,TA,TA,Y,WD ,Normal,119900
RH,Pave,IR1,Lvl,AllPub,Inside,Gtl,Landmrk,Norm,Norm,Twnhs,2Story,6,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,630.0,GasA,Ex,Y,SBrkr,630,1320,2,TA,5,Typ,0,NA,Detchd,1993.0,Unf,2.0,484.0,TA,TA,Y,WD ,Normal,137000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1065.0,GasA,Ex,Y,SBrkr,1091,1989,2,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,586.0,TA,TA,Y,WD ,Normal,255000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,199.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,826.0,GasA,Ex,Y,SBrkr,878,1762,2,Gd,6,Typ,0,NA,Attchd,2002.0,Fin,2.0,591.0,TA,TA,Y,WD ,Normal,222000
RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,840.0,GasA,Ex,Y,SBrkr,840,1755,2,TA,7,Typ,1,TA,Attchd,1999.0,RFn,2.0,530.0,TA,TA,Y,WD ,Normal,214000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2002,2002,Hip,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1348.0,GasA,Ex,Y,SBrkr,1358,1358,1,Gd,5,Typ,1,TA,Attchd,2002.0,Unf,2.0,418.0,TA,TA,Y,WD ,Normal,220000
RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,1753.0,GasA,Ex,Y,SBrkr,1787,1787,2,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,3.0,748.0,TA,TA,Y,WD ,Normal,275000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,872.0,GasA,Ex,Y,SBrkr,872,1909,2,Gd,8,Typ,0,NA,BuiltIn,2002.0,RFn,2.0,529.0,TA,TA,Y,WD ,Normal,197000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,Stone,295.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1654.0,GasA,Ex,Y,SBrkr,1654,1654,2,Gd,6,Typ,0,NA,Attchd,2002.0,Unf,3.0,900.0,TA,TA,Y,WD ,Normal,230000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,261.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1090.0,GasA,Ex,Y,SBrkr,1090,2214,2,Gd,8,Typ,1,TA,Attchd,1999.0,Fin,3.0,646.0,TA,TA,Y,WD ,Normal,268500
